Transaction_ID,User_ID,Timestamp,Transaction_Amount,Merchant_Category,Location
TXN09925,USER2405,2026-01-07 21:25:00,271.9831877070516,clothing,Phoenix
TXN03395,USER2549,2026-01-03 08:35:00,100.9077278762824,groceries,Chicago
TXN01101,USER3145,2026-01-01 18:21:00,85.17231237065313,restaurant,New York
TXN05800,USER4010,2026-01-05 00:40:00,47.59641224482088,groceries,Chicago
TXN00711,USER2066,2026-01-01 11:51:00,322.2780567036317,groceries,Phoenix
TXN09937,USER2321,2026-01-07 21:37:00,51.15485568068789,electronics,Los Angeles
TXN04606,USER3305,2026-01-04 04:46:00,236.5409637550485,groceries,Houston
TXN02791,USER4255,2026-01-02 22:31:00,73.87232306024796,electronics,Phoenix
TXN07251,USER3105,2026-01-06 00:51:00,416.98582930608114,clothing,Los Angeles
TXN09098,USER3622,2026-01-07 07:38:00,437.9510254282152,clothing,Houston
TXN05683,USER1211,2026-01-04 22:43:00,384.1870459363777,clothing,Phoenix
TXN08688,USER1438,2026-01-07 00:48:00,242.0297797947744,restaurant,New York
TXN09787,USER3570,2026-01-07 19:07:00,47.68621298031398,clothing,Los Angeles
TXN03931,USER2464,2026-01-03 17:31:00,204.64148948745395,electronics,Houston
TXN03073,USER4726,2026-01-03 03:13:00,264.8785092819539,restaurant,Phoenix
TXN06742,USER4978,2026-01-05 16:22:00,184.83016527091797,electronics,Phoenix
TXN08441,USER2380,2026-01-06 20:41:00,102.56778965251075,electronics,Houston
TXN06626,USER1365,2026-01-05 14:26:00,224.61889646882156,clothing,Los Angeles
TXN02318,USER1730,2026-01-02 14:38:00,113.08231994961952,electronics,Los Angeles
TXN02219,USER3271,2026-01-02 12:59:00,182.63135326249736,groceries,Chicago
TXN01454,USER4054,2026-01-02 00:14:00,215.92230488569552,restaurant,Los Angeles
TXN07318,USER4184,2026-01-06 01:58:00,285.51842635608614,electronics,Phoenix
TXN02973,USER4055,2026-01-03 01:33:00,35.50246099050441,electronics,Phoenix
TXN08596,USER1419,2026-01-06 23:16:00,84.15721675885119,groceries,Chicago
TXN08157,USER2753,2026-01-06 15:57:00,94.50140153946803,restaurant,Houston
TXN02063,USER1476,2026-01-02 10:23:00,113.15895933590038,electronics,Phoenix
TXN07914,USER1143,2026-01-06 11:54:00,134.83180964792422,restaurant,New York
TXN05914,USER3262,2026-01-05 02:34:00,17.586404977382514,clothing,Los Angeles
TXN04470,USER2314,2026-01-04 02:30:00,404.0594245759127,electronics,New York
TXN08862,USER3920,2026-01-07 03:42:00,172.76499517036493,restaurant,Phoenix
TXN06086,USER2023,2026-01-05 05:26:00,200.9167485054251,electronics,Chicago
TXN00781,USER1728,2026-01-01 13:01:00,458.2726534273108,clothing,Phoenix
TXN04486,USER1891,2026-01-04 02:46:00,388.5239445871938,clothing,New York
TXN06439,USER4120,2026-01-05 11:19:00,307.3919173110048,groceries,Los Angeles
TXN05740,USER3552,2026-01-04 23:40:00,282.8312083428541,electronics,Houston
TXN02336,USER1715,2026-01-02 14:56:00,224.20257147206695,groceries,Phoenix
TXN03851,USER3028,2026-01-03 16:11:00,300.03805816534435,groceries,Phoenix
TXN05056,USER2011,2026-01-04 12:16:00,78.56029884122711,groceries,Chicago
TXN08037,USER1279,2026-01-06 13:57:00,10.917644520392606,clothing,Los Angeles
TXN07255,USER4359,2026-01-06 00:55:00,34.570571305187,groceries,Phoenix
TXN04382,USER2492,2026-01-04 01:02:00,219.56897613639592,restaurant,Chicago
TXN09214,USER1998,2026-01-07 09:34:00,84.67939081856187,electronics,New York
TXN02127,USER4646,2026-01-02 11:27:00,68.68238355177664,groceries,New York
TXN05141,USER1022,2026-01-04 13:41:00,298.063989045593,clothing,Houston
TXN05159,USER4026,2026-01-04 13:59:00,461.8931262209776,electronics,New York
FRAUD00240,USER3192,2026-01-11 00:00:00,2569.1418306561063,electronics,London
TXN06733,USER2781,2026-01-05 16:13:00,163.97834504475742,groceries,New York
TXN07942,USER2409,2026-01-06 12:22:00,25.91584779758841,groceries,Chicago
TXN02656,USER4714,2026-01-02 20:16:00,357.29515984937075,groceries,Phoenix
TXN01164,USER2969,2026-01-01 19:24:00,105.52195679537832,restaurant,Phoenix
TXN00769,USER4766,2026-01-01 12:49:00,245.28992247832505,restaurant,Houston
TXN02528,USER1427,2026-01-02 18:08:00,138.71972184120253,groceries,Chicago
FRAUD00076,USER4091,2026-01-04 04:00:00,4342.0406183282375,electronics,Moscow
TXN02689,USER4155,2026-01-02 20:49:00,66.49753426613418,restaurant,Phoenix
TXN07567,USER3045,2026-01-06 06:07:00,204.7524235768432,electronics,Chicago
TXN03447,USER4835,2026-01-03 09:27:00,331.5115850052467,groceries,Phoenix
TXN04052,USER4994,2026-01-03 19:32:00,94.3751910386196,restaurant,Los Angeles
TXN03882,USER3839,2026-01-03 16:42:00,489.079278284495,groceries,New York
TXN02611,USER3140,2026-01-02 19:31:00,57.10166734875423,restaurant,New York
TXN06860,USER3427,2026-01-05 18:20:00,431.69620027135767,groceries,Phoenix
TXN03940,USER3001,2026-01-03 17:40:00,475.7910433062509,groceries,Phoenix
TXN04214,USER1942,2026-01-03 22:14:00,406.7403864631559,restaurant,Los Angeles
TXN02808,USER1374,2026-01-02 22:48:00,48.9981922123008,electronics,New York
TXN04311,USER2967,2026-01-03 23:51:00,149.84859224839238,clothing,New York
TXN06469,USER3666,2026-01-05 11:49:00,323.3813749248825,groceries,Houston
TXN04549,USER4052,2026-01-04 03:49:00,159.66767100875603,clothing,Los Angeles
TXN09594,USER1924,2026-01-07 15:54:00,37.4542752919677,restaurant,Houston
TXN03997,USER1176,2026-01-03 18:37:00,274.6143042077369,restaurant,Houston
TXN07384,USER2686,2026-01-06 03:04:00,421.6378082469848,clothing,New York
TXN04346,USER4447,2026-01-04 00:26:00,19.64477553689272,clothing,Houston
TXN04531,USER3036,2026-01-04 03:31:00,393.37394623578496,restaurant,Los Angeles
TXN06781,USER4475,2026-01-05 17:01:00,42.843758728386135,groceries,Chicago
TXN01073,USER1267,2026-01-01 17:53:00,76.45704184358357,groceries,Los Angeles
TXN03379,USER1123,2026-01-03 08:19:00,101.05770722701784,groceries,New York
TXN01424,USER4236,2026-01-01 23:44:00,307.41682697439006,clothing,Los Angeles
TXN00337,USER2369,2026-01-01 05:37:00,114.63599870026728,groceries,Houston
TXN08078,USER3708,2026-01-06 14:38:00,288.7211785655825,restaurant,Phoenix
TXN03381,USER4302,2026-01-03 08:21:00,497.20111302291895,clothing,Chicago
TXN06136,USER4690,2026-01-05 06:16:00,361.7552470543192,groceries,Los Angeles
TXN01496,USER3912,2026-01-02 00:56:00,384.40683742365087,clothing,Los Angeles
TXN02951,USER1406,2026-01-03 01:11:00,245.7515889902544,clothing,Chicago
TXN07366,USER1983,2026-01-06 02:46:00,428.0245806869478,electronics,Phoenix
TXN07739,USER3101,2026-01-06 08:59:00,173.76549375167232,clothing,Houston
TXN05065,USER4130,2026-01-04 12:25:00,342.8651660036412,restaurant,New York
TXN04347,USER3867,2026-01-04 00:27:00,370.464903405569,clothing,Chicago
TXN03527,USER1562,2026-01-03 10:47:00,144.96887309734944,groceries,Houston
TXN09920,USER4988,2026-01-07 21:20:00,405.5840073768357,clothing,Los Angeles
TXN05796,USER3230,2026-01-05 00:36:00,329.14674964085725,groceries,New York
TXN03253,USER3725,2026-01-03 06:13:00,312.98969045227415,groceries,New York
TXN00469,USER3524,2026-01-01 07:49:00,235.07839124103864,restaurant,New York
TXN04105,USER3875,2026-01-03 20:25:00,55.5848836230389,restaurant,Phoenix
TXN02885,USER2388,2026-01-03 00:05:00,362.9312827342238,restaurant,Chicago
TXN00310,USER1122,2026-01-01 05:10:00,292.5070450760586,electronics,Los Angeles
TXN05754,USER2752,2026-01-04 23:54:00,190.62411972416143,restaurant,Los Angeles
TXN05340,USER4716,2026-01-04 17:00:00,234.98797388419655,electronics,Houston
TXN04257,USER2838,2026-01-03 22:57:00,34.53161827571422,restaurant,Chicago
TXN02592,USER3335,2026-01-02 19:12:00,383.396033309135,groceries,Los Angeles
TXN02392,USER2682,2026-01-02 15:52:00,170.20162912480052,clothing,New York
TXN09028,USER1517,2026-01-07 06:28:00,239.93002347656443,restaurant,New York
FRAUD00198,USER4651,2026-01-09 06:00:00,3346.015525889701,travel,Moscow
TXN06977,USER3153,2026-01-05 20:17:00,77.15924493292482,groceries,Houston
TXN07085,USER2619,2026-01-05 22:05:00,164.5897111762897,groceries,Houston
TXN04097,USER1904,2026-01-03 20:17:00,41.51641936485592,electronics,Houston
TXN09193,USER2045,2026-01-07 09:13:00,110.17871986217487,clothing,New York
TXN00396,USER4923,2026-01-01 06:36:00,464.5954092069496,restaurant,New York
TXN07876,USER4658,2026-01-06 11:16:00,264.01969691994213,electronics,Chicago
TXN08987,USER1383,2026-01-07 05:47:00,152.30135184970078,restaurant,Houston
TXN07139,USER3285,2026-01-05 22:59:00,400.7695990793784,restaurant,Phoenix
TXN08693,USER2312,2026-01-07 00:53:00,152.91279754545914,electronics,Chicago
TXN01171,USER2489,2026-01-01 19:31:00,435.18434487449525,restaurant,Phoenix
FRAUD00212,USER2660,2026-01-09 20:00:00,2704.3159674571534,electronics,London
TXN02596,USER2989,2026-01-02 19:16:00,189.70851744871064,restaurant,Los Angeles
TXN09194,USER3338,2026-01-07 09:14:00,126.96339430249944,electronics,Los Angeles
TXN05900,USER3244,2026-01-05 02:20:00,462.798124594192,groceries,Los Angeles
TXN09585,USER3415,2026-01-07 15:45:00,497.30750106807375,clothing,Houston
TXN01349,USER1723,2026-01-01 22:29:00,407.61831018432406,restaurant,Phoenix
TXN03263,USER4919,2026-01-03 06:23:00,291.9954990498389,electronics,Chicago
TXN05280,USER2705,2026-01-04 16:00:00,375.2965118228586,groceries,Los Angeles
TXN08806,USER2191,2026-01-07 02:46:00,33.427421214215094,groceries,Chicago
TXN06381,USER4278,2026-01-05 10:21:00,36.13667987253992,electronics,New York
TXN00300,USER2707,2026-01-01 05:00:00,199.28097552131717,clothing,Houston
TXN03419,USER3260,2026-01-03 08:59:00,275.25433752362096,clothing,Phoenix
TXN08055,USER2443,2026-01-06 14:15:00,270.7387315003062,restaurant,Chicago
TXN06032,USER4235,2026-01-05 04:32:00,179.91243524083364,restaurant,Chicago
TXN03645,USER1212,2026-01-03 12:45:00,19.60916091238426,electronics,New York
TXN08328,USER3665,2026-01-06 18:48:00,379.91654920539673,restaurant,New York
TXN06100,USER4901,2026-01-05 05:40:00,131.88420048267932,groceries,Houston
TXN06030,USER1816,2026-01-05 04:30:00,338.6724106386516,clothing,Los Angeles
TXN06088,USER3784,2026-01-05 05:28:00,380.1160754569464,clothing,Houston
TXN01893,USER3670,2026-01-02 07:33:00,128.20972465863366,clothing,New York
TXN03477,USER1788,2026-01-03 09:57:00,207.4161152145238,groceries,Chicago
FRAUD00172,USER3305,2026-01-08 04:00:00,2307.1980191978955,electronics,Moscow
TXN09165,USER1888,2026-01-07 08:45:00,447.6712283899125,clothing,Phoenix
TXN08245,USER1741,2026-01-06 17:25:00,136.13150279638566,groceries,Houston
TXN09963,USER3305,2026-01-07 22:03:00,47.65623631200476,electronics,New York
TXN04022,USER1343,2026-01-03 19:02:00,168.2215236031715,clothing,Los Angeles
TXN09474,USER1598,2026-01-07 13:54:00,53.952655534044766,restaurant,Phoenix
TXN08763,USER2158,2026-01-07 02:03:00,339.3904364681157,restaurant,Chicago
TXN05983,USER4380,2026-01-05 03:43:00,368.3590966407831,clothing,New York
TXN04693,USER2415,2026-01-04 06:13:00,493.3272640981572,groceries,Phoenix
TXN02643,USER4811,2026-01-02 20:03:00,446.9919035892403,electronics,Phoenix
TXN02329,USER4191,2026-01-02 14:49:00,176.43370403590694,electronics,New York
TXN06186,USER1822,2026-01-05 07:06:00,106.8587590683918,clothing,Chicago
TXN03907,USER1162,2026-01-03 17:07:00,247.6462194429748,electronics,Chicago
TXN09769,USER2269,2026-01-07 18:49:00,215.7210033539876,clothing,Houston
TXN05113,USER1427,2026-01-04 13:13:00,104.9320771821572,groceries,Los Angeles
TXN08934,USER3355,2026-01-07 04:54:00,19.456574791222533,electronics,Chicago
TXN00157,USER3088,2026-01-01 02:37:00,155.95110521120353,restaurant,Los Angeles
TXN06392,USER2096,2026-01-05 10:32:00,88.59299875301116,groceries,Los Angeles
TXN00980,USER3508,2026-01-01 16:20:00,373.57774165182445,clothing,Phoenix
TXN08781,USER4248,2026-01-07 02:21:00,302.4020427621549,electronics,Phoenix
TXN06152,USER1362,2026-01-05 06:32:00,110.188692896812,restaurant,Los Angeles
TXN03167,USER4548,2026-01-03 04:47:00,438.0422323512735,clothing,Chicago
TXN09734,USER2102,2026-01-07 18:14:00,205.70614787136444,restaurant,Los Angeles
TXN04487,USER3912,2026-01-04 02:47:00,93.76299784811704,restaurant,Phoenix
TXN03282,USER2985,2026-01-03 06:42:00,230.45726273189763,groceries,Houston
TXN04853,USER3867,2026-01-04 08:53:00,377.3166185530216,clothing,New York
TXN03037,USER2660,2026-01-03 02:37:00,60.54191283039692,groceries,Chicago
TXN02984,USER1105,2026-01-03 01:44:00,296.5308360852793,groceries,Houston
TXN03659,USER2724,2026-01-03 12:59:00,474.3890739630896,groceries,Houston
TXN08171,USER4996,2026-01-06 16:11:00,440.74038223060256,clothing,Houston
TXN07523,USER1525,2026-01-06 05:23:00,211.8297643974345,electronics,Los Angeles
TXN01899,USER2312,2026-01-02 07:39:00,257.08909578858544,groceries,Chicago
TXN02384,USER4511,2026-01-02 15:44:00,337.68909468040874,clothing,Chicago
TXN07353,USER3044,2026-01-06 02:33:00,280.1519693492276,clothing,Houston
TXN00927,USER2699,2026-01-01 15:27:00,219.4955091262589,clothing,Los Angeles
TXN01798,USER3679,2026-01-02 05:58:00,115.52604859875817,electronics,New York
TXN03194,USER2540,2026-01-03 05:14:00,259.18405683387687,clothing,New York
TXN08836,USER2942,2026-01-07 03:16:00,379.1601763107196,groceries,New York
TXN06355,USER3972,2026-01-05 09:55:00,38.70953497796636,clothing,Phoenix
TXN02001,USER4294,2026-01-02 09:21:00,404.1434629274733,electronics,Phoenix
TXN09181,USER3433,2026-01-07 09:01:00,408.681651662897,groceries,Chicago
TXN09456,USER2067,2026-01-07 13:36:00,471.2914788950656,clothing,New York
TXN05724,USER1271,2026-01-04 23:24:00,242.87079802772823,groceries,Chicago
TXN04723,USER2841,2026-01-04 06:43:00,367.5528174488932,electronics,Chicago
TXN07144,USER3004,2026-01-05 23:04:00,413.4919963420671,groceries,Phoenix
TXN00382,USER3255,2026-01-01 06:22:00,445.6102992991863,groceries,Houston
TXN04070,USER2011,2026-01-03 19:50:00,363.2376773355279,electronics,New York
TXN01871,USER2386,2026-01-02 07:11:00,220.42946956856423,electronics,New York
TXN02694,USER3938,2026-01-02 20:54:00,20.24566104426513,groceries,Phoenix
TXN08233,USER3713,2026-01-06 17:13:00,221.05114458792508,clothing,Houston
TXN07380,USER1660,2026-01-06 03:00:00,496.1641400797207,electronics,Chicago
TXN02382,USER4453,2026-01-02 15:42:00,426.65567699722345,electronics,Chicago
TXN09473,USER1847,2026-01-07 13:53:00,299.5834756343861,groceries,Chicago
TXN04454,USER1779,2026-01-04 02:14:00,414.1143503976909,groceries,New York
TXN01110,USER1248,2026-01-01 18:30:00,317.8212325755915,restaurant,Phoenix
TXN03361,USER1882,2026-01-03 08:01:00,51.74823400423437,restaurant,New York
TXN03829,USER2733,2026-01-03 15:49:00,158.69207606030704,clothing,Phoenix
TXN05574,USER2427,2026-01-04 20:54:00,129.2179447116539,electronics,New York
TXN00803,USER1143,2026-01-01 13:23:00,149.847993547077,electronics,New York
TXN09354,USER2522,2026-01-07 11:54:00,115.28687518607592,groceries,New York
TXN09841,USER3153,2026-01-07 20:01:00,445.63063766817896,clothing,Los Angeles
TXN01546,USER1984,2026-01-02 01:46:00,226.50831696462132,electronics,Phoenix
TXN02707,USER1300,2026-01-02 21:07:00,211.80761874080352,clothing,Phoenix
TXN09407,USER3218,2026-01-07 12:47:00,439.72452717725287,electronics,New York
TXN05768,USER4072,2026-01-05 00:08:00,304.0992480753645,electronics,Los Angeles
TXN01495,USER2865,2026-01-02 00:55:00,436.07517274101696,clothing,Los Angeles
TXN05955,USER4416,2026-01-05 03:15:00,141.1567122870269,clothing,Houston
TXN07444,USER3590,2026-01-06 04:04:00,297.14802496436533,electronics,Houston
TXN02093,USER1704,2026-01-02 10:53:00,197.75058959397165,restaurant,Chicago
TXN03111,USER3668,2026-01-03 03:51:00,186.1761408148017,restaurant,Chicago
TXN02713,USER4778,2026-01-02 21:13:00,284.74029587408324,restaurant,New York
TXN09157,USER1752,2026-01-07 08:37:00,94.19893288928893,restaurant,New York
TXN03432,USER1496,2026-01-03 09:12:00,193.08864522276227,clothing,Los Angeles
TXN09643,USER3497,2026-01-07 16:43:00,364.6357288498149,electronics,Los Angeles
TXN09609,USER4504,2026-01-07 16:09:00,458.6031970711813,clothing,Phoenix
TXN07382,USER3773,2026-01-06 03:02:00,275.6272895071762,restaurant,Phoenix
TXN08959,USER1492,2026-01-07 05:19:00,81.58444288881218,groceries,Chicago
TXN08985,USER4389,2026-01-07 05:45:00,352.6956442092784,clothing,New York
TXN08457,USER2564,2026-01-06 20:57:00,467.426913231149,restaurant,Phoenix
TXN05427,USER3567,2026-01-04 18:27:00,371.59702892393983,clothing,Los Angeles
TXN09261,USER2128,2026-01-07 10:21:00,423.5036331761598,electronics,Chicago
TXN02612,USER2982,2026-01-02 19:32:00,218.04057752111825,electronics,Phoenix
TXN06578,USER3732,2026-01-05 13:38:00,464.7242834695314,restaurant,New York
TXN09276,USER4511,2026-01-07 10:36:00,418.46770375723776,clothing,Los Angeles
TXN07010,USER4779,2026-01-05 20:50:00,462.34050498126027,restaurant,Houston
TXN09588,USER4001,2026-01-07 15:48:00,291.09663279901474,clothing,Phoenix
FRAUD00283,USER4685,2026-01-12 19:00:00,3781.210842726391,travel,Unknown
TXN08294,USER4286,2026-01-06 18:14:00,421.77713763880615,restaurant,Houston
TXN06403,USER3994,2026-01-05 10:43:00,357.568687860224,electronics,Chicago
TXN01373,USER1260,2026-01-01 22:53:00,217.94229276628096,groceries,Phoenix
TXN05143,USER4988,2026-01-04 13:43:00,437.95824054181327,clothing,New York
TXN05429,USER1492,2026-01-04 18:29:00,453.6328622485895,clothing,Chicago
TXN06177,USER1134,2026-01-05 06:57:00,281.37714877523354,restaurant,Phoenix
TXN08484,USER4267,2026-01-06 21:24:00,470.2198267238913,clothing,Phoenix
TXN05275,USER3745,2026-01-04 15:55:00,444.3244284659536,electronics,Phoenix
TXN01812,USER4430,2026-01-02 06:12:00,328.08544276712763,clothing,Houston
TXN02479,USER1728,2026-01-02 17:19:00,67.60305206925892,electronics,New York
TXN07628,USER3966,2026-01-06 07:08:00,101.41629122098324,groceries,Chicago
TXN07858,USER4058,2026-01-06 10:58:00,168.36299456757877,restaurant,Phoenix
TXN00716,USER2630,2026-01-01 11:56:00,242.521445684996,restaurant,New York
TXN08481,USER1579,2026-01-06 21:21:00,281.9544523726771,restaurant,Phoenix
TXN06280,USER2424,2026-01-05 08:40:00,134.4031653709234,electronics,Phoenix
TXN09033,USER3332,2026-01-07 06:33:00,78.96424806166509,restaurant,Houston
TXN01199,USER1106,2026-01-01 19:59:00,145.98617440217237,clothing,Houston
TXN08900,USER1622,2026-01-07 04:20:00,112.28384137991104,electronics,Phoenix
TXN00530,USER3875,2026-01-01 08:50:00,144.364315670832,groceries,Houston
TXN00178,USER3660,2026-01-01 02:58:00,20.70488887323889,restaurant,Los Angeles
TXN03310,USER4150,2026-01-03 07:10:00,161.5413746348507,electronics,New York
TXN06542,USER2848,2026-01-05 13:02:00,499.3875168517453,clothing,Phoenix
FRAUD00085,USER4498,2026-01-04 13:00:00,2609.471980097449,electronics,Moscow
TXN02409,USER4595,2026-01-02 16:09:00,183.8744044810225,clothing,Chicago
TXN00566,USER1837,2026-01-01 09:26:00,252.24169741242147,groceries,Los Angeles
TXN02911,USER4338,2026-01-03 00:31:00,414.8465141298579,clothing,New York
TXN06518,USER4471,2026-01-05 12:38:00,443.494364936627,groceries,Houston
TXN09642,USER4202,2026-01-07 16:42:00,308.7507730210422,electronics,Los Angeles
TXN04318,USER4784,2026-01-03 23:58:00,152.41505496020025,restaurant,Chicago
TXN03483,USER3773,2026-01-03 10:03:00,265.0550614843421,restaurant,Los Angeles
TXN06886,USER3975,2026-01-05 18:46:00,49.21595918530896,restaurant,Phoenix
TXN08231,USER3486,2026-01-06 17:11:00,274.57463133847835,groceries,Phoenix
TXN00060,USER4890,2026-01-01 01:00:00,410.1610691687955,clothing,Phoenix
TXN08040,USER3669,2026-01-06 14:00:00,40.53568527410097,restaurant,Los Angeles
TXN00247,USER3675,2026-01-01 04:07:00,276.455664491956,clothing,New York
TXN07283,USER3947,2026-01-06 01:23:00,272.40768252084376,restaurant,Chicago
TXN02437,USER3946,2026-01-02 16:37:00,334.36522133081075,groceries,Chicago
TXN00659,USER3479,2026-01-01 10:59:00,23.77953807618264,restaurant,Chicago
TXN07220,USER2968,2026-01-06 00:20:00,61.73206468753705,groceries,New York
TXN05343,USER1979,2026-01-04 17:03:00,19.91575399357572,clothing,Houston
TXN04376,USER3315,2026-01-04 00:56:00,31.26461750349481,clothing,Phoenix
TXN06460,USER3998,2026-01-05 11:40:00,84.27807683213653,groceries,Phoenix
TXN08662,USER2784,2026-01-07 00:22:00,288.6968602362099,restaurant,New York
TXN02642,USER2535,2026-01-02 20:02:00,442.0414801337442,electronics,Houston
TXN02418,USER1984,2026-01-02 16:18:00,255.0969884061648,electronics,Phoenix
TXN02886,USER2354,2026-01-03 00:06:00,346.7686721624326,electronics,Phoenix
TXN06791,USER1531,2026-01-05 17:11:00,392.18147917050186,groceries,Los Angeles
TXN01250,USER2296,2026-01-01 20:50:00,295.2509533792236,electronics,Houston
TXN02556,USER1458,2026-01-02 18:36:00,285.0643538527756,groceries,Phoenix
TXN07159,USER1564,2026-01-05 23:19:00,171.55896595295977,restaurant,New York
TXN04880,USER2710,2026-01-04 09:20:00,430.2514342384954,clothing,Los Angeles
TXN07264,USER3299,2026-01-06 01:04:00,451.4252682567738,groceries,Houston
TXN03072,USER3852,2026-01-03 03:12:00,468.701530054666,restaurant,Houston
TXN06024,USER1283,2026-01-05 04:24:00,493.12741566590455,electronics,Los Angeles
TXN06485,USER1718,2026-01-05 12:05:00,198.6702065418017,groceries,Phoenix
TXN05884,USER4168,2026-01-05 02:04:00,286.4016116274263,groceries,Chicago
TXN03221,USER3161,2026-01-03 05:41:00,471.073236042969,electronics,Phoenix
TXN01659,USER4212,2026-01-02 03:39:00,220.61731618137125,electronics,New York
TXN06199,USER3032,2026-01-05 07:19:00,472.9693719801613,restaurant,Houston
TXN02469,USER3013,2026-01-02 17:09:00,271.9317269304592,groceries,Chicago
TXN07900,USER3462,2026-01-06 11:40:00,322.98223558172657,clothing,Chicago
TXN09555,USER3121,2026-01-07 15:15:00,254.2869903823337,electronics,Houston
TXN09906,USER2865,2026-01-07 21:06:00,417.71042740953385,groceries,Houston
TXN00199,USER3790,2026-01-01 03:19:00,259.38992980680325,electronics,Phoenix
TXN05195,USER4893,2026-01-04 14:35:00,488.4424789681875,restaurant,Los Angeles
TXN02981,USER3338,2026-01-03 01:41:00,50.68899132699136,groceries,Chicago
TXN09445,USER3258,2026-01-07 13:25:00,363.5237705396683,restaurant,Phoenix
TXN09394,USER2551,2026-01-07 12:34:00,318.9981511087986,electronics,Chicago
TXN05459,USER3321,2026-01-04 18:59:00,453.9164404053757,clothing,Houston
TXN06020,USER1609,2026-01-05 04:20:00,89.4924898372835,clothing,Los Angeles
TXN00896,USER2384,2026-01-01 14:56:00,410.7328160474334,electronics,Houston
TXN04890,USER2863,2026-01-04 09:30:00,434.1934862387618,groceries,Houston
TXN05737,USER4551,2026-01-04 23:37:00,316.6706145643574,clothing,Phoenix
TXN02863,USER3828,2026-01-02 23:43:00,368.5355836343443,electronics,Houston
TXN01561,USER1126,2026-01-02 02:01:00,320.55380952617094,electronics,New York
TXN04246,USER1123,2026-01-03 22:46:00,416.8225944628786,restaurant,Phoenix
TXN00780,USER2903,2026-01-01 13:00:00,130.45110764106158,groceries,New York
TXN08807,USER1770,2026-01-07 02:47:00,130.7653361223775,clothing,Chicago
FRAUD00057,USER3095,2026-01-03 09:00:00,3380.123413366053,electronics,Unknown
TXN00561,USER3617,2026-01-01 09:21:00,294.098493478148,restaurant,New York
TXN01167,USER4122,2026-01-01 19:27:00,383.47188048510026,clothing,New York
TXN04051,USER1781,2026-01-03 19:31:00,428.4347468771264,electronics,New York
TXN08886,USER3201,2026-01-07 04:06:00,53.84440766138452,restaurant,Chicago
TXN05368,USER4431,2026-01-04 17:28:00,129.94686432441816,clothing,Houston
TXN09124,USER3939,2026-01-07 08:04:00,95.9729353965011,electronics,New York
TXN04994,USER3422,2026-01-04 11:14:00,92.1345662818864,groceries,New York
TXN00846,USER3217,2026-01-01 14:06:00,474.1049386431138,electronics,Chicago
TXN03308,USER1963,2026-01-03 07:08:00,15.647746885962777,electronics,Phoenix
TXN03978,USER4779,2026-01-03 18:18:00,354.0605210376731,clothing,New York
TXN09304,USER3629,2026-01-07 11:04:00,106.67127127136357,clothing,Phoenix
TXN09146,USER1972,2026-01-07 08:26:00,415.87825463450287,restaurant,New York
TXN00083,USER1775,2026-01-01 01:23:00,199.7393391930014,groceries,Houston
TXN01969,USER2291,2026-01-02 08:49:00,327.570042357925,restaurant,New York
TXN07632,USER4217,2026-01-06 07:12:00,377.50743782206064,clothing,Chicago
TXN04781,USER2556,2026-01-04 07:41:00,361.7026669599532,electronics,Houston
TXN04238,USER1935,2026-01-03 22:38:00,108.8110535207772,restaurant,Chicago
